Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
FMET,Fidelity Metaverse ETF,Equity,"$32,763,200",6.37%,"5,232",$29.81,-0.43%,No,False,3.40%,-0.40%,26.94%,N/A,N/A,"$7,194,779.45","$14,656.40","$14,656.40","$11,168,950.65","$23,022,485.10","$23,022,485.10",Technology Equities,2022-04-19,0.39%,N/A,$0.10,2024-09-20,$0.01,0.33%,20.80,-1.32,53,44.11%,40%,20%,1099,$27.85,$30.09,N/A,N/A,55.37,B,A,N/A,C+,N/A,N/A,6.7,48.94%,56.44%,58.4,0.00%,11.37%
WUGI,AXS Esoterica NextG Economy ETF,Equity,"$31,395,200",36.44%,"2,842",$69.95,0.40%,No,False,5.54%,1.20%,62.46%,5.22%,N/A,"$151,717.50",$0.00,$0.00,"-$1,099,162.50","-$11,450,889.33","$19,217,751.88",Large Cap Growth Equities,2020-03-30,0.76%,N/A,$0.00,N/A,N/A,0.00%,0.03,1.22,30,76.00%,40%,20%,1099,$62.04,$70.59,$69.64,$70.33,58.48,C+,C,N/A,C,C,N/A,7.65,87.65%,90.79%,32.45,5.19%,17.86%
FMQQ,FMQQ The Next Frontier Internet ETF,Equity,"$31,346,100",23.09%,"6,214",$13.80,-0.22%,No,False,1.59%,2.79%,34.69%,N/A,N/A,"$6,123,545.84","$1,393.23","$7,528.26","$6,120,600.99","$34,321,190.35","$34,321,190.35",Emerging Markets Equities,2021-09-27,0.86%,N/A,$0.01,2023-12-26,$0.01,0.09%,0.00,1.18,38,57.46%,40%,20%,1099,$12.87,$13.94,$13.76,$13.83,66.96,A-,C+,N/A,C+,B,N/A,6.0,41.12%,36.78%,56.36,0.00%,0.76%
UBOT,"Direxion Daily Robotics, Artificial Intelligence & Automation Index Bull 2X Shares",Equity,"$29,905,100",11.90%,"14,402",$22.91,1.42%,No,2x,7.76%,-3.25%,51.81%,-23.68%,3.66%,"-$5,931,750.28",$0.00,"-$1,074,100.00","-$4,936,300.28","$8,374,549.72","-$12,262,863.77",Leveraged Equities,2018-04-19,1.38%,N/A,$0.25,2024-06-25,$0.08,1.11%,0.03,3.11,2,100.00%,40%,20%,1099,$19.55,$23.73,$22.74,$23.13,56.11,C+,C,N/A,B-,A,N/A,6.61,55.03%,52.10%,12.68,1.05%,5.51%
BABX,GraniteShares 2x Long BABA Daily ETF,Equity,"$29,697,700",37.44%,"171,755",$21.86,-3.57%,No,1.75x,26.50%,21.85%,12.10%,N/A,N/A,"$6,788,100.00",$0.00,"-$873,000.00","$15,438,200.00","$22,342,200.00","$22,342,200.00",Leveraged Equities,2022-12-13,1.15%,N/A,$0.00,N/A,N/A,0.00%,0.00,5.24,3,100.00%,40%,20%,1099,$14.13,$21.15,$21.34,$22.27,68.71,N/A,C,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
DGIN,VanEck Digital India ETF,Equity,"$28,579,600",25.29%,"5,352",$45.35,-1.35%,No,False,0.55%,2.88%,38.24%,N/A,N/A,"$14,351,860.00",$0.00,$0.00,"$18,802,690.00","$22,979,808.75","$22,979,808.75",Technology Equities,2022-02-15,0.76%,N/A,$0.09,2023-12-18,$0.09,0.19%,22.94,0.69,45,58.00%,40%,20%,1099,$43.96,$46.59,$45.20,$45.63,58.14,C,C+,N/A,B+,N/A,N/A,5.82,28.76%,33.16%,86.64,0.00%,1.41%
AAPD,Direxion Daily AAPL Bear 1X Shares ETF,Equity,"$27,363,400",-13.88%,"376,635",$16.91,0.42%,Yes,-1x,-2.54%,0.44%,-21.97%,N/A,N/A,"-$20,125.00","$5,938,650.00","$9,406,825.00","-$1,751,800.00","$36,627,750.00","$36,627,750.00",Inverse Equities,2022-08-09,1.06%,N/A,$0.80,2024-09-24,$0.15,4.73%,0.00,1.30,2,100.00%,40%,20%,1099,$16.45,$17.79,$16.81,$17.05,45.31,N/A,C,N/A,N/A,N/A,N/A,5.26,11.29%,25.56%,2.01,0.00%,0.01%
IVES,Amplify Global Cloud Technology ETF,Equity,"$26,361,700",15.53%,"3,422",$47.52,-0.96%,No,False,3.50%,0.67%,39.04%,-4.46%,5.95%,"-$2,183,490.00",$0.00,$0.00,"-$5,645,310.00","-$18,903,965.00","-$19,824,745.00",Technology Equities,2016-03-08,0.68%,N/A,$0.01,2024-03-26,$0.01,0.02%,0.00,1.08,66,40.77%,40%,20%,1099,$44.42,$47.84,$47.36,$47.61,58.75,B-,B,B-,C,C,N/A,6.65,47.37%,53.52%,133.61,0.00%,8.39%
AAPB,GraniteShares 2x Long AAPL Daily ETF,Equity,"$26,044,200",23.55%,"158,143",$28.38,-0.94%,No,1.75x,5.03%,-1.42%,45.82%,N/A,N/A,"$13,115,600.00","-$1,973,100.00","-$2,470,500.00","$11,641,800.00","$16,441,526.14","$16,441,526.14",Leveraged Equities,2022-08-09,1.15%,N/A,$4.31,2023-12-27,$4.31,15.17%,0.00,-2.23,3,100.00%,40%,20%,1099,$25.71,$29.95,$27.93,$28.69,53.54,N/A,C,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
IQM,Franklin Intelligent Machines ETF,Equity,"$25,072,000",23.16%,"3,038",$62.84,0.24%,No,False,4.13%,-0.09%,45.52%,7.14%,N/A,"$571,000.00",$0.00,$0.00,"-$1,961,500.00","$8,180,500.00","$14,736,500.00",Technology Equities,2020-02-25,0.50%,N/A,$0.00,2021-12-13,$0.09,0.00%,35.44,1.41,56,48.16%,40%,20%,1099,$56.76,$64.09,$62.74,$63.03,56.30,C,B+,N/A,B,C,N/A,7.9,93.00%,95.44%,20.29,0.37%,13.16%
NVDD,Direxion Daily NVDA Bear 1X Shares,Equity,"$24,894,000",-66.69%,"2,536,274",$7.21,-2.30%,Yes,-1x,-8.70%,2.19%,-72.02%,N/A,N/A,"$22,935,575.00","-$257,150.00","$1,596,825.00","$23,547,575.00","$24,230,375.00","$24,230,375.00",Inverse Equities,2023-09-13,1.01%,N/A,$0.53,2024-09-24,$0.07,7.38%,N/A,N/A,2,100.00%,40%,20%,1099,$7.00,$8.68,$7.12,$7.32,42.85,A,C,N/A,A,A-,N/A,5.42,24.19%,27.49%,1.82,0.00%,0.00%
IBLC,iShares Blockchain and Tech ETF,Equity,"$23,677,800",0.83%,"11,720",$29.39,-0.98%,No,False,7.96%,-5.05%,91.83%,N/A,N/A,"$5,317,700.00","$1,421,920.00","$2,827,260.00","$8,861,630.00","$13,891,560.00","$13,891,560.00",Technology Equities,2022-04-25,0.47%,N/A,$0.41,2024-06-11,$0.08,1.38%,6.16,-4.06,37,67.88%,40%,20%,1099,$24.72,$29.88,$29.12,$29.92,53.18,B,B+,N/A,C,N/A,N/A,3.82,14.84%,3.87%,296.19,0.00%,3.78%
WFH,Direxion Work From Home ETF,Equity,"$23,357,700",6.90%,"1,989",$58.02,-0.57%,No,False,3.09%,2.11%,26.03%,-8.62%,N/A,"-$6,979,250.00",$0.00,"-$4,158,975.00","-$11,080,450.00","-$59,427,600.00","$2,872,550.00",All Cap Equities,2020-06-25,0.45%,N/A,$0.60,2024-09-24,$0.09,1.04%,0.00,0.94,41,26.91%,40%,20%,1099,$53.60,$58.60,N/A,N/A,63.01,C+,B+,N/A,C,B-,N/A,6.63,46.91%,52.98%,15.22,5.92%,3.79%
TIME,Clockwise Core Equity & Innovation ETF,Equity,"$22,092,500",31.29%,"9,009",$27.57,-0.18%,No,False,2.47%,2.53%,53.22%,N/A,N/A,"$1,069,232.29","-$690,390.00","-$690,390.00","$1,027,482.29","$1,516,982.29","$1,516,982.29",Technology Equities,2022-01-27,1.00%,N/A,$4.42,2023-12-27,$4.42,16.02%,0.00,1.15,35,51.56%,40%,20%,1099,$25.48,$27.81,$27.51,$27.68,61.08,B+,C,A-,C+,C+,N/A,6.18,37.79%,40.38%,127.78,10.51%,6.10%
XPND,First Trust Expanded Technology ETF,Equity,"$21,408,800",21.38%,"3,415",$28.51,-0.07%,No,False,2.45%,1.85%,41.56%,10.13%,N/A,"$5,277,050.00",$0.00,$0.00,"$10,873,650.00","$3,300,250.00","$16,825,000.00",Technology Equities,2021-06-14,0.65%,N/A,$0.02,2024-03-21,$0.01,0.06%,25.18,1.29,51,46.18%,40%,20%,1099,$26.53,$28.97,$28.41,$28.64,58.30,B+,B-,C+,C+,B+,N/A,7.13,68.57%,75.03%,11.17,5.27%,5.47%
KSTR,KraneShares SSE Star Market 50 Index ETF,Equity,"$20,400,200",-20.73%,"10,834",$9.73,-2.99%,No,False,4.37%,-1.50%,-21.56%,-25.46%,N/A,"-$3,843,599.91","$18,333.34","-$1,365.49","-$5,120,069.10","-$48,356,691.28","$65,263,608.09",China Equities,2021-01-27,0.89%,N/A,$0.00,N/A,N/A,0.00%,0.03,0.63,51,49.91%,40%,20%,1099,$9.17,$9.95,$9.71,$9.78,49.78,A,C+,N/A,C,B-,N/A,2.62,5.71%,0.82%,68.82,0.74%,2.65%
NBDS,Neuberger Berman Disrupters ETF,Equity,"$19,805,900",20.46%,"2,705",$30.39,0.40%,No,False,4.69%,2.22%,42.55%,N/A,N/A,"$4,830,980.00",$0.00,$0.00,"$4,929,167.50","$9,251,497.50","$9,251,497.50",Technology Equities,2022-04-06,0.55%,N/A,$0.00,N/A,N/A,0.00%,0.00,-1.43,26,51.09%,40%,20%,1099,$27.45,$30.72,$30.36,$30.46,59.77,B,B,A,C,C+,N/A,7.22,73.46%,78.88%,27.27,14.90%,11.61%
KEMQ,KraneShares Emerging Markets Consumer Technology Index ETF,Equity,"$15,425,600",18.20%,"1,957",$17.38,-1.53%,No,False,10.02%,6.94%,25.87%,-14.33%,-3.70%,"$2,639,814.09","-$1,975.80","-$1,557,092.30","$514,274.58","-$35,640,256.10","$24,305,370.36",Emerging Markets Equities,2017-10-11,0.60%,N/A,$0.04,2023-12-18,$0.04,0.25%,0.03,0.85,50,36.60%,40%,20%,1099,$14.86,$17.12,N/A,N/A,66.09,B+,B-,A,C,C,N/A,6.04,43.12%,37.45%,96.87,0.85%,5.01%
IBOT,Vaneck Robotics ETF,Equity,"$15,289,400",10.54%,"3,180",$43.91,0.00%,No,False,2.80%,-1.48%,29.71%,N/A,N/A,"$10,506,438.25",$0.00,"$1,057,576.75","$11,501,045.25","$14,164,429.61","$14,164,429.61",Technology Equities,2023-04-05,0.47%,N/A,$0.82,2023-12-18,$0.82,1.86%,N/A,N/A,63,42.91%,40%,20%,1099,$40.91,$44.98,$43.80,$44.11,53.74,N/A,B+,N/A,N/A,C+,N/A,7.7,88.57%,91.78%,21.18,2.18%,9.54%
WEBS,Direxion Daily Dow Jones Internet Bear 3X Shares,Equity,"$14,173,900",-33.83%,"395,368",$5.43,0.56%,Yes,-3x,-11.50%,-12.20%,-61.57%,-24.93%,N/A,"-$735,600.01","$1,367,500.00","$1,037,650.00","-$694,450.01","$47,451,599.99","$61,563,567.33",Inverse Equities,2019-11-07,1.10%,N/A,$0.41,2024-09-24,$0.07,7.53%,0.00,-2.85,1,100.00%,40%,20%,1099,$5.27,$7.31,$5.36,$5.47,36.01,B+,C+,N/A,C,B+,N/A,5.68,43.55%,31.07%,1.82,0.00%,0.00%
WISE,Themes Generative Artificial Intelligence ETF,Equity,"$13,006,400",8.82%,"8,303",$29.73,0.13%,No,False,4.50%,2.77%,N/A,N/A,N/A,"$11,699,300.00",$0.00,"-$66,600.00","$14,154,700.00","$14,154,700.00","$14,154,700.00",Technology Equities,2023-12-08,0.35%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,42,43.34%,40%,20%,1099,$26.66,$30.02,$29.59,$29.80,59.56,N/A,A-,N/A,N/A,C+,N/A,6.1,36.13%,38.49%,17.35,5.96%,9.74%
BERZ,MicroSectors Solactive FANG & Innovation -3X Inverse Leveraged ETN,Equity,"$12,533,100",-55.50%,"129,735",$17.49,-2.35%,Yes,-3x,-17.11%,-11.08%,-77.69%,-56.97%,N/A,"$12,398,053.93",$0.00,$0.00,"$12,398,053.93","$43,824,097.45","$43,814,149.16",Inverse Equities,2021-08-17,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,-4.78,0,0.00%,40%,20%,1099,$17.35,$24.41,$17.24,$17.85,39.28,N/A,A-,N/A,N/A,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BCDF,Horizon Kinetics Blockchain Development ETF,Equity,"$11,762,300",12.53%,"1,403",$27.63,-0.83%,No,False,1.33%,2.62%,33.65%,N/A,N/A,"$3,689,170.00",$0.00,$0.00,"$6,494,772.50","$10,035,582.27","$10,035,582.27",Technology Equities,2022-08-01,0.85%,N/A,$0.17,2023-12-27,$0.17,0.61%,0.00,1.08,29,57.64%,40%,20%,1099,$26.36,$27.88,$27.60,$27.69,63.80,C+,C,C,B-,B,N/A,6.63,46.82%,52.80%,7.79,11.74%,0.01%
KTEC,KraneShares Hang Seng TECH Index ETF,Equity,"$8,602,370",9.06%,"9,706",$12.59,-3.82%,No,False,14.86%,15.83%,7.81%,-12.25%,N/A,"$2,279,288.53","-$2,131.53",-$741.03,"$1,695,926.41","$10,374,143.36","$12,873,864.88",China Equities,2021-06-09,0.69%,N/A,$0.09,2023-12-18,$0.09,0.76%,0.00,0.24,30,70.75%,40%,20%,1099,$9.96,$12.34,$12.34,$12.78,66.14,N/A,B,N/A,N/A,C+,N/A,6.14,36.96%,39.43%,25.78,0.00%,10.29%
FFND,Future Fund Active ETF,Equity,"$8,463,600",14.98%,"2,089",$23.49,-0.09%,No,False,4.47%,0.39%,26.02%,-2.84%,N/A,"-$2,141,600.00",$0.00,$0.00,"-$2,141,600.00","-$940,600.00","$10,668,775.00",Technology Equities,2021-08-24,1.00%,N/A,$0.00,2021-12-21,$0.01,0.00%,31.00,1.30,34,48.83%,40%,20%,1099,$21.62,$23.74,$23.48,$23.52,57.52,B,C,C,C,B,N/A,6.66,38.66%,54.19%,43.48,4.85%,11.83%
TYLG,Global X Information Technology Covered Call & Growth ETF,Equity,"$8,164,630",14.35%,"2,383",$32.73,0.40%,No,False,2.61%,1.35%,31.21%,N/A,N/A,"$3,923,416.63",-$240.74,"-$1,279,843.08","$4,229,564.19","$7,309,311.38","$7,309,311.38",Technology Equities,2022-11-21,0.60%,N/A,$4.05,2024-09-23,$0.21,12.42%,0.00,-1.05,72,81.71%,40%,20%,1099,$30.26,$33.23,$32.70,$32.77,57.92,B-,B,A-,A-,A,N/A,8.24,96.87%,98.78%,21.78,2.56%,18.31%
SATO,Invesco Alerian Galaxy Crypto Economy ETF,Equity,"$7,745,020",10.87%,"3,720",$15.35,-0.65%,No,False,6.69%,-2.71%,114.34%,N/A,N/A,"-$1,500,550.00",$0.00,$0.00,"-$764,000.00","$7,096,800.00","$7,096,800.00",Technology Equities,2021-10-07,0.60%,N/A,$0.42,2024-09-23,$0.02,2.73%,5.01,2.28,44,47.23%,40%,20%,1099,$13.03,$15.50,$15.21,$15.56,54.64,N/A,B-,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
MSFD,Direxion Daily MSFT Bear 1X Shares ETF,Equity,"$7,451,960",-10.63%,"102,405",$13.46,-0.66%,Yes,-1x,-0.24%,-3.22%,-25.08%,N/A,N/A,"$908,850.00","$1,678,700.00","$2,073,000.00","$2,342,950.00","$9,246,100.00","$9,246,100.00",Inverse Equities,2022-09-07,1.06%,N/A,$0.63,2024-09-24,$0.11,4.69%,0.00,1.55,1,100.00%,40%,20%,1099,$13.05,$14.50,N/A,N/A,45.29,N/A,C,N/A,N/A,N/A,N/A,5.39,20.97%,27.17%,1.82,0.00%,0.00%
IDAT,iShares Future Cloud 5G and Tech ETF,Equity,"$7,449,500",12.69%,"1,571",$30.97,-0.16%,No,False,3.91%,-0.62%,36.43%,5.59%,N/A,$0.00,$0.00,$0.00,$0.00,"-$1,883,416.00","$127,424.00",Technology Equities,2021-06-08,0.47%,N/A,$0.25,2024-06-11,$0.11,0.80%,15.10,1.17,48,34.59%,40%,20%,1099,$28.72,$31.32,$30.92,$31.07,56.40,B-,B+,C+,B-,C,N/A,7.35,78.53%,82.82%,67.27,0.00%,7.70%
GFOF,Grayscale Future of Finance ETF,Equity,"$7,374,840",5.77%,"1,955",$18.30,-0.38%,No,False,6.33%,-1.72%,86.23%,N/A,N/A,"-$472,055.00",$0.00,$0.00,"-$377,600.00","$11,921,554.07","$11,921,554.07",Technology Equities,2022-02-01,0.70%,N/A,$1.36,2024-06-21,$0.71,7.37%,0.00,2.18,22,64.39%,40%,20%,1099,$15.67,$18.51,N/A,N/A,55.32,B-,C+,C,C,C,N/A,3.69,14.19%,3.26%,240.75,0.00%,0.01%
IVRS,iShares Future Metaverse Tech and Communications ETF,Equity,"$6,799,700",3.44%,603,$33.69,-0.88%,No,False,3.19%,0.68%,23.13%,N/A,N/A,$0.00,$0.00,$0.00,"-$13,325.00","-$13,325.00","-$13,325.00",Technology Equities,2023-02-16,0.47%,N/A,$0.09,2024-06-11,$0.00,0.27%,23.03,0.00,40,48.26%,40%,20%,1099,$31.40,$33.96,N/A,N/A,58.24,C,B+,N/A,C+,B,N/A,7.01,62.30%,70.03%,10.59,0.00%,4.68%
TCHI,iShares MSCI China Multisector Tech ETF,Equity,"$6,612,600",-2.87%,"2,266",$16.39,-2.21%,No,False,10.82%,5.75%,1.91%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,China Equities,2022-01-25,0.59%,N/A,$0.73,2024-06-11,$0.07,4.47%,14.06,0.33,0,N/A,40%,20%,1099,$14.07,$16.15,N/A,N/A,61.14,C,C,C+,A,N/A,N/A,4.68,67.03%,18.56%,83.79,0.00%,6.08%
SSG,Proshares Ultrashort Semiconductors,Equity,"$6,484,570",-73.29%,"196,691",$6.38,-4.06%,Yes,-2x,-15.38%,-2.60%,-83.23%,-63.11%,-66.53%,"$6,835,723.99",$0.00,"-$2,738,990.00","$6,780,854.99","$24,412,929.99","$67,573,566.03",Inverse Equities,2007-01-30,0.95%,N/A,$0.35,2024-06-26,$0.09,5.27%,0.00,-2.47,3,100.00%,40%,20%,1099,$6.07,$8.99,$6.27,$6.50,42.03,B-,B,A-,C+,B,C+,0.0,N/A,N/A,N/A,N/A,N/A
TINY,ProShares Nanotechnology ETF,Equity,"$6,043,140",15.67%,"1,906",$48.28,0.02%,No,False,4.67%,-2.53%,41.73%,N/A,N/A,"$2,483,190.00",$0.00,$0.00,"$2,483,190.00","$1,534,450.14","$1,534,450.14",Technology Equities,2021-10-26,0.58%,N/A,$0.13,2023-12-20,$0.07,0.26%,0.00,1.47,31,54.31%,40%,20%,1099,$43.70,$49.45,$48.28,$48.28,52.50,C,B,N/A,C+,B-,N/A,6.76,51.15%,59.10%,51.64,0.00%,6.43%
XDAT,Franklin Exponential Data ETF,Equity,"$5,955,000",8.68%,"2,062",$23.69,-0.46%,No,False,2.40%,3.71%,35.26%,-6.53%,N/A,"$1,157,500.00",$0.00,$0.00,"$1,157,500.00","$1,957,500.00","$3,243,500.00",Technology Equities,2021-01-12,0.50%,N/A,$0.00,N/A,N/A,0.00%,39.42,0.95,44,53.61%,40%,20%,1099,$21.88,$24.08,$23.67,$23.74,61.89,C,B+,N/A,C+,C+,N/A,6.78,51.61%,59.94%,28.42,0.00%,4.15%
DAT,ProShares Big Data Refiners ETF,Equity,"$5,304,360",6.75%,"2,242",$35.15,-0.42%,No,False,1.55%,-1.30%,31.27%,N/A,N/A,"$739,377.56",$0.00,$0.00,"$739,405.06","$1,330,813.12","$1,330,813.12",Technology Equities,2021-09-29,0.58%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.91,30,52.32%,40%,20%,1099,$33.57,$35.89,$35.13,$35.20,52.41,B-,B,N/A,C,B,N/A,6.83,52.53%,62.02%,13.75,1.78%,1.88%
GAST,Gabelli Automation ETF,Equity,"$5,264,800",6.73%,158,$26.09,-1.02%,No,False,0.60%,0.31%,16.03%,N/A,N/A,"$246,540.00",$0.00,$0.00,"-$206,860.00","$37,520.00","$37,520.00",Technology Equities,2022-01-05,0.90%,N/A,$0.21,2023-12-27,$0.21,0.78%,0.00,0.81,47,38.86%,40%,20%,1099,$24.71,$26.72,$26.09,$26.09,54.06,C,A+,B+,B-,B+,N/A,6.86,68.60%,63.31%,91.89,9.43%,1.96%
VERS,ProShares Metaverse ETF,Equity,"$5,231,090",2.61%,291,$43.28,-0.78%,No,False,0.79%,-0.57%,26.84%,N/A,N/A,"-$2,147,192.00",$0.00,$0.00,"-$2,147,192.00","$1,008,903.00","$1,008,903.00",Technology Equities,2022-03-15,0.58%,N/A,$0.29,2024-06-26,$0.06,0.66%,0.06,1.74,41,42.20%,40%,20%,1099,$40.70,$44.25,$43.28,$43.28,53.79,B-,B,N/A,C,N/A,N/A,5.82,28.57%,33.11%,22.84,4.25%,6.37%
BNGE,First Trust S-Network Streaming and Gaming ETF,Equity,"$5,207,450",11.14%,"1,232",$26.13,0.04%,No,False,4.33%,3.19%,28.44%,N/A,N/A,-$800.00,$0.00,$0.00,-$800.00,"$2,169,110.50","$2,169,110.50",Technology Equities,2022-01-25,0.70%,N/A,$0.18,2024-03-21,$0.00,0.69%,23.25,1.24,46,47.17%,40%,20%,1099,$23.88,$26.09,$26.06,$26.25,62.65,C,C+,N/A,N/A,N/A,N/A,6.66,72.92%,54.16%,15.96,22.80%,7.01%
AGIX,KraneShares Artificial Intelligence & Technology ETF,Equity,"$5,068,560",N/A,N/A,$25.42,0.28%,No,False,4.19%,1.81%,N/A,N/A,N/A,"$4,846,430.39",-$211.52,"$1,009.24","$4,846,430.39","$4,846,430.39","$4,846,430.39",Technology Equities,2024-07-18,1.00%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,40,46.72%,40%,20%,1099,$22.93,$25.70,$25.39,$25.46,57.10,N/A,C,N/A,N/A,N/A,N/A,7.17,71.43%,77.03%,24.18,6.58%,8.70%
BPAY,BlackRock Future Financial and Technology ETF,Equity,"$4,953,220",7.04%,338,$24.36,-1.93%,No,False,-2.22%,-3.24%,21.80%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Technology Equities,2022-08-16,0.70%,N/A,$0.25,2024-06-11,$0.06,1.01%,13.50,1.95,38,42.03%,40%,20%,1099,$24.17,$25.53,$24.36,$24.36,47.41,C,C+,N/A,A,B-,N/A,6.17,37.60%,40.18%,3.97,0.00%,0.47%
REW,ProShares UltraShort Technology,Equity,"$4,571,730",-29.58%,"35,848",$11.11,-2.20%,Yes,-2x,-7.83%,-2.79%,-49.76%,-28.27%,-46.29%,"$3,021,058.63",$0.00,"$257,970.00","$3,086,422.50","$3,835,832.61","$34,849,581.12",Inverse Equities,2007-01-30,0.95%,N/A,$0.50,2024-06-26,$0.15,4.38%,0.00,-2.09,3,100.00%,40%,20%,1099,$10.73,$13.53,$11.02,$11.19,42.16,B,B,B+,B,B,B,0.0,N/A,N/A,N/A,N/A,N/A
CLDL,Direxion Daily Cloud Computing Bull 2X Shares,Equity,"$4,045,610",-9.08%,"8,632",$9.91,-2.08%,No,2x,4.14%,3.01%,25.73%,-30.18%,N/A,"-$3,954,925.00",$0.00,$0.00,"-$4,649,050.00","-$7,620,950.00","$16,611,575.00",Leveraged Equities,2021-01-08,0.97%,N/A,$0.00,2021-12-09,$1.02,0.00%,0.00,2.04,49,62.11%,40%,20%,1099,$8.94,$10.27,$9.83,$10.01,56.16,B-,B-,N/A,C+,C+,N/A,7.44,85.80%,85.49%,16.79,4.63%,3.79%
UCYB,ProShares Ultra Nasdaq Cybersecurity ETF,Equity,"$3,957,430",12.15%,"1,449",$43.16,-1.95%,No,2x,6.04%,1.17%,56.61%,-3.23%,N/A,"$1,341,792.57",$0.00,$0.00,"$1,024,265.62","$1,293,362.08","$321,919.58",Leveraged Equities,2021-01-19,0.97%,N/A,$0.66,2024-06-26,$0.31,1.53%,0.04,1.67,2,100.00%,40%,20%,1099,$38.24,$44.82,$42.94,$43.50,56.59,B-,C,C,C,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
ARVR,First Trust Indxx Metaverse ETF,Equity,"$3,711,270",6.49%,483,$37.13,-0.80%,No,False,3.50%,1.23%,30.05%,N/A,N/A,"$1,771,000.00",$0.00,$0.00,"$1,771,000.00","$3,512,500.00","$3,512,500.00",Technology Equities,2022-04-19,0.70%,N/A,$0.05,2024-06-27,$0.02,0.13%,19.97,-1.30,43,34.45%,40%,20%,1099,$34.66,$37.45,$37.13,$37.13,56.91,N/A,C+,N/A,N/A,B+,N/A,6.65,47.28%,53.48%,32.86,0.00%,5.55%
KNGS,Roundhill S&P Dividend Monarchs ETF,Equity,"$3,238,040",6.76%,489,$29.26,-0.81%,No,False,-0.92%,0.51%,N/A,N/A,N/A,"$827,774.00",$0.00,$0.00,"$2,922,080.90","$2,922,080.90","$2,922,080.90",All Cap Equities,2023-11-02,0.60%,N/A,$0.62,2024-06-27,$0.20,2.10%,0.04,1.14,40,42.52%,40%,20%,1099,$28.96,$29.75,$29.22,$29.33,54.49,C,B-,N/A,B+,A-,N/A,6.54,24.56%,49.59%,194.21,0.00%,5.16%
BLKC,Invesco Alerian Galaxy Blockchain Users and Decentralized Commerce ETF,Equity,"$3,182,870",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,"-$1,012,700.00",$0.00,$0.00,"-$1,012,700.00","-$1,012,700.00","-$1,012,700.00",Technology Equities,2021-10-07,0.60%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64,29.54%,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,B-,N/A,N/A,N/A,N/A,5.91,31.06%,35.19%,100.78,3.97%,2.45%
BWEB,Bitwise Web3 ETF,Equity,"$2,985,540",6.01%,425,$46.14,-1.05%,No,False,4.07%,0.57%,56.50%,N/A,N/A,"$1,773,000.00",$0.00,$0.00,"$1,778,660.00","$2,142,060.00","$2,142,060.00",Technology Equities,2022-10-04,0.85%,N/A,$0.00,N/A,N/A,0.00%,19.39,-2.45,42,61.33%,40%,20%,1099,$41.10,$46.83,$46.14,$46.14,58.61,C,C,N/A,A,C,N/A,5.33,23.41%,26.44%,58.73,1.34%,5.03%
SKYU,ProShares Ultra Nasdaq Cloud Computing ETF,Equity,"$2,592,020",24.79%,"2,460",$27.13,-0.70%,No,2x,6.10%,7.70%,70.86%,-18.58%,N/A,"-$1,207,082.00",$0.00,"-$738,138.00","-$1,294,703.00","$1,192,008.28","-$1,250,811.72",Leveraged Equities,2021-01-19,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,2.13,64,60.39%,40%,20%,1099,$22.27,$27.85,$27.04,$27.19,63.09,C,A-,N/A,C+,C+,N/A,7.38,84.62%,83.86%,17.36,6.37%,1.65%
